"函数名"	"定义位置"	"固定字符串出现次数"	"清单条目数"	"原始签名"	"功能备注"	"功能签名"	"迁移归属建议"	"风险标记"
"自我类::风险安全回归目标值_"	"自我类.cpp:1948"	"1"	"1"	"constexpr I64 自我类::风险安全回归目标值_() noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept+constexpr"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::~自我线程类"	"自我线程模块.impl.cpp:15282"	"1"	"1"	"自我线程类::~自我线程类()"	"释放或收束对象资源。"	"类别=清理;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::主循环_"	"自我线程模块.impl.cpp:16147"	"1"	"1"	"void 自我线程类::主循环_()"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::停止"	"自我线程模块.impl.cpp:15529"	"1"	"1"	"void 自我线程类::停止()"	"停止线程、模块或运行流程。"	"类别=未分类;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::刷新初始化标记_已加锁"	"自我线程模块.impl.cpp:18172"	"1"	"1"	"void 自我线程类::刷新初始化标记_已加锁() noexcept"	"初始化相关对象、状态或运行上下文。"	"类别=构造;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=noexcept+锁约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::刷新治理恢复事件镜像_已加锁"	"自我线程模块.impl.cpp:18179"	"1"	"1"	"void 自我线程类::刷新治理恢复事件镜像_已加锁() noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=noexcept+锁约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::启动"	"自我线程模块.impl.cpp:15417"	"1"	"1"	"bool 自我线程类::启动()"	"启动线程、模块或运行流程。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::尝试抢占落账观察事实承接"	"自我线程模块.impl.cpp:16544"	"1"	"1"	"bool 自我线程类::尝试抢占落账观察事实承接( const char* 来源, 时间戳 now, std::size_t 最大承接数量)"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::执行主循环一轮_"	"自我线程模块.impl.cpp:16262"	"1"	"1"	"自我线程类::结构_循环结果 自我线程类::执行主循环一轮_(const 时间戳 now)"	"执行任务、方法或动作的主体逻辑。"	"类别=执行;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::执行休眠期自检报告修复门控_"	"自我线程模块.impl.cpp:16089"	"1"	"1"	"void 自我线程类::执行休眠期自检报告修复门控_( 时间戳 now, bool 当前允许休眠期修复)"	"执行任务、方法或动作的主体逻辑。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::投递治理消息"	"自我线程模块.impl.cpp:15854"	"1"	"1"	"bool 自我线程类::投递治理消息(const 自我线程消息协议::结构_治理消息& 消息)"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::抢占审批执行前许可_"	"自我线程模块.impl.cpp:16584"	"1"	"1"	"bool 自我线程类::抢占审批执行前许可_( 结构_主循环骨架上下文* 上下文, const char* 来源, const 时间戳 now, std::size_t 最大许可数量)"	"执行任务、方法或动作的主体逻辑。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::抢占落账任务管理成功结果_"	"自我线程模块.impl.cpp:16677"	"1"	"1"	"bool 自我线程类::抢占落账任务管理成功结果_( 结构_主循环骨架上下文* 上下文, const char* 来源, const 时间戳 now, std::size_t 最大结果数量)"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::抢占落账任务管理派生需求_"	"自我线程模块.impl.cpp:16775"	"1"	"1"	"bool 自我线程类::抢占落账任务管理派生需求_( 结构_主循环骨架上下文* 上下文, const char* 来源, const 时间戳 now, std::size_t 最大派生需求数量)"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::抢占落账观察事实承接_"	"自我线程模块.impl.cpp:16873"	"1"	"1"	"bool 自我线程类::抢占落账观察事实承接_( 结构_主循环骨架上下文* 上下文, const char* 来源, const 时间戳 now, std::size_t 最大承接数量)"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::故障收口_已加锁"	"自我线程模块.impl.cpp:18208"	"1"	"1"	"void 自我线程类::故障收口_已加锁(const 时间戳 now, const std::string& 摘要)"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=锁约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::是否健康运行"	"自我线程模块.impl.cpp:15562"	"1"	"1"	"bool 自我线程类::是否健康运行() const noexcept"	"执行对应模块、线程或方法的运行逻辑。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::是否初始化完成"	"自我线程模块.impl.cpp:15555"	"1"	"1"	"bool 自我线程类::是否初始化完成() const noexcept"	"初始化相关对象、状态或运行上下文。"	"类别=构造;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::是否本次启动来自故障恢复"	"自我线程模块.impl.cpp:15576"	"1"	"1"	"bool 自我线程类::是否本次启动来自故障恢复() const noexcept"	"启动线程、模块或运行流程。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::是否运行中"	"自我线程模块.impl.cpp:15549"	"1"	"1"	"bool 自我线程类::是否运行中() const noexcept"	"执行对应模块、线程或方法的运行逻辑。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::是否首轮运行已完成"	"自我线程模块.impl.cpp:15569"	"1"	"1"	"bool 自我线程类::是否首轮运行已完成() const noexcept"	"执行对应模块、线程或方法的运行逻辑。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::步骤_冻结本轮消息批次_"	"自我线程模块.impl.cpp:16393"	"1"	"1"	"void 自我线程类::步骤_冻结本轮消息批次_(结构_主循环骨架上下文* 上下文)"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::步骤_刷新线程上下文并生成治理帧_"	"自我线程模块.impl.cpp:17463"	"1"	"1"	"void 自我线程类::步骤_刷新线程上下文并生成治理帧_(结构_主循环骨架上下文* 上下文)"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::步骤_整理需求并做根层重判_"	"自我线程模块.impl.cpp:17611"	"1"	"1"	"void 自我线程类::步骤_整理需求并做根层重判_(结构_主循环骨架上下文* 上下文)"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::步骤_生成并执行主派发决议_"	"自我线程模块.impl.cpp:17842"	"1"	"1"	"void 自我线程类::步骤_生成并执行主派发决议_(结构_主循环骨架上下文* 上下文)"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::步骤_规范化消息并落一次特征账_"	"自我线程模块.impl.cpp:16417"	"1"	"1"	"void 自我线程类::步骤_规范化消息并落一次特征账_(结构_主循环骨架上下文* 上下文)"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::步骤_重算受影响二次特征_"	"自我线程模块.impl.cpp:16964"	"1"	"1"	"void 自我线程类::步骤_重算受影响二次特征_(结构_主循环骨架上下文* 上下文)"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::等待停止"	"自我线程模块.impl.cpp:15517"	"1"	"1"	"void 自我线程类::等待停止()"	"停止线程、模块或运行流程。"	"类别=等待;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::自我初始化"	"自我线程模块.impl.cpp:15288"	"1"	"1"	"bool 自我线程类::自我初始化()"	"初始化相关对象、状态或运行上下文。"	"类别=构造;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::记录自检报告待处理_"	"自我线程模块.impl.cpp:15967"	"1"	"1"	"void 自我线程类::记录自检报告待处理_( const 自我线程消息协议::结构_治理消息& 消息)"	"记录日志、动态、证据或运行痕迹。"	"类别=日志;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::请求停止"	"自我线程模块.impl.cpp:15487"	"1"	"1"	"void 自我线程类::请求停止()"	"停止线程、模块或运行流程。"	"类别=未分类;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::请求观察事实承接轻量唤醒"	"自我线程模块.impl.cpp:16565"	"1"	"1"	"bool 自我线程类::请求观察事实承接轻量唤醒(const char* 来源) noexcept"	"唤醒等待中的任务、线程或治理链。"	"类别=等待;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取Tick计数"	"自我线程模块.impl.cpp:15607"	"1"	"1"	"std::uint64_t 自我线程类::读取Tick计数() const noexcept"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取上次故障摘要"	"自我线程模块.impl.cpp:15706"	"1"	"1"	"std::string 自我线程类::读取上次故障摘要() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取上次故障时间"	"自我线程模块.impl.cpp:15699"	"1"	"1"	"时间戳 自我线程类::读取上次故障时间() const noexcept"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近Tick时间"	"自我线程模块.impl.cpp:15628"	"1"	"1"	"时间戳 自我线程类::读取最近Tick时间() const noexcept"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近主派发输出快照"	"自我线程模块.impl.cpp:15737"	"1"	"1"	"自我线程类::结构_主派发输出快照 自我线程类::读取最近主派发输出快照() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近关键中间状态分组快照"	"自我线程模块.impl.cpp:15840"	"1"	"1"	"std::vector<自我线程类::结构_关键中间状态分组快照> 自我线程类::读取最近关键中间状态分组快照() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近双值结算账快照"	"自我线程模块.impl.cpp:15811"	"1"	"1"	"自我线程类::结构_双值结算账快照 自我线程类::读取最近双值结算账快照() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近回流结算列表快照"	"自我线程模块.impl.cpp:15833"	"1"	"1"	"std::vector<自我线程类::结构_回流结算快照> 自我线程类::读取最近回流结算列表快照() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近恢复摘要"	"自我线程模块.impl.cpp:15712"	"1"	"1"	"std::string 自我线程类::读取最近恢复摘要() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近恢复请求分组快照"	"自我线程模块.impl.cpp:15825"	"1"	"1"	"std::vector<自我线程类::结构_缺口恢复接口快照::结构_恢复请求分组快照> 自我线程类::读取最近恢复请求分组快照() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近故障摘要"	"自我线程模块.impl.cpp:15718"	"1"	"1"	"std::string 自我线程类::读取最近故障摘要() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近最终去向"	"自我线程模块.impl.cpp:15600"	"1"	"1"	"枚举_自我线程最终去向 自我线程类::读取最近最终去向() const noexcept"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近结算治理输出快照"	"自我线程模块.impl.cpp:15751"	"1"	"1"	"自我线程类::结构_结算治理输出快照 自我线程类::读取最近结算治理输出快照() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近缺口恢复接口快照"	"自我线程模块.impl.cpp:15818"	"1"	"1"	"自我线程类::结构_缺口恢复接口快照 自我线程类::读取最近缺口恢复接口快照() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近自检报告修复治理快照"	"自我线程模块.impl.cpp:15847"	"1"	"1"	"自我线程类::结构_自检报告修复治理快照 自我线程类::读取最近自检报告修复治理快照() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近运行摘要"	"自我线程模块.impl.cpp:15724"	"1"	"1"	"std::string 自我线程类::读取最近运行摘要() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近运行阶段"	"自我线程模块.impl.cpp:15590"	"1"	"1"	"枚举_自我线程运行阶段 自我线程类::读取最近运行阶段() const noexcept"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近队列治理输出快照"	"自我线程模块.impl.cpp:15744"	"1"	"1"	"自我线程类::结构_队列治理输出快照 自我线程类::读取最近队列治理输出快照() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取最近需求与权重治理输出快照"	"自我线程模块.impl.cpp:15730"	"1"	"1"	"自我线程类::结构_需求与权重治理输出快照 自我线程类::读取最近需求与权重治理输出快照() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取生命周期状态"	"自我线程模块.impl.cpp:15583"	"1"	"1"	"枚举_线程生命周期状态 自我线程类::读取生命周期状态() const noexcept"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取累计恢复次数"	"自我线程模块.impl.cpp:15621"	"1"	"1"	"std::uint64_t 自我线程类::读取累计恢复次数() const noexcept"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取累计故障次数"	"自我线程模块.impl.cpp:15614"	"1"	"1"	"std::uint64_t 自我线程类::读取累计故障次数() const noexcept"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我线程类::读取自我线程最小状态快照"	"自我线程模块.impl.cpp:15635"	"1"	"1"	"自我线程类::结构_自我线程最小状态快照 自我线程类::读取自我线程最小状态快照() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自检线程类::~自检线程类"	"自检线程模块.impl.cpp:1459"	"1"	"1"	"自检线程类::~自检线程类()"	"释放或收束对象资源。"	"类别=清理;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"自检线程类::启动"	"自检线程模块.impl.cpp:1466"	"1"	"1"	"bool 自检线程类::启动(bool 只读观察模式)"	"启动线程、模块或运行流程。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"自检线程类::执行休眠期自检_"	"自检线程模块.impl.cpp:2075"	"1"	"1"	"void 自检线程类::执行休眠期自检_(时间戳 now)"	"执行任务、方法或动作的主体逻辑。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"自检线程类::执行运行中自检_"	"自检线程模块.impl.cpp:1760"	"1"	"1"	"void 自检线程类::执行运行中自检_(时间戳 now)"	"执行对应模块、线程或方法的运行逻辑。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"自检线程类::是否健康运行"	"自检线程模块.impl.cpp:1565"	"1"	"1"	"bool 自检线程类::是否健康运行() const noexcept"	"执行对应模块、线程或方法的运行逻辑。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=noexcept"	"原地保留/待复核"	"待复核"
"自检线程类::等待停止"	"自检线程模块.impl.cpp:1546"	"1"	"1"	"void 自检线程类::等待停止()"	"停止线程、模块或运行流程。"	"类别=等待;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"自检线程类::记录事件_已加锁"	"自检线程模块.impl.cpp:1627"	"1"	"1"	"void 自检线程类::记录事件_已加锁(时间戳 now, const std::string& 摘要)"	"记录日志、动态、证据或运行痕迹。"	"类别=日志;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=全局通用候选;约束=锁约束"	"原地保留/待复核"	"待复核"
"自检线程类::请求休眠期自检"	"自检线程模块.impl.cpp:1554"	"1"	"1"	"void 自检线程类::请求休眠期自检()"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"自检线程类::请求停止"	"自检线程模块.impl.cpp:1530"	"1"	"1"	"void 自检线程类::请求停止()"	"停止线程、模块或运行流程。"	"类别=未分类;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"自检线程类::读取摘要"	"自检线程模块.impl.cpp:1579"	"1"	"1"	"结构_自检线程摘要 自检线程类::读取摘要() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"自检线程类::读取最近事件列表"	"自检线程模块.impl.cpp:1611"	"1"	"1"	"std::vector<std::string> 自检线程类::读取最近事件列表(std::size_t 上限) const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"自检线程类::读取生命周期状态"	"自检线程模块.impl.cpp:1572"	"1"	"1"	"枚举_自检线程生命周期状态 自检线程类::读取生命周期状态() const noexcept"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=全局通用候选;约束=noexcept"	"原地保留/待复核"	"待复核"
"设置当前值"	"基础信息主信息类.h:453"	"1"	"1"	"void 设置当前值(const 特征值& v)"	"设置对象字段、状态或运行参数。"	"类别=未分类;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=基础信息;约束=无显式约束"	"专用类/对应头文件：基础信息"	"待复核"
"设置队列上限"	"动作线程类.ixx:153"	"1"	"1"	"void 设置队列上限(std::size_t 上限) noexcept"	"设置对象字段、状态或运行参数。"	"类别=未分类;输入=无自定义类型;输出=void;副作用=无明显副作用;领域=全局通用候选;约束=noexcept"	"全局共享函数类.ixx候选"	"待复核"
"语素_取人类词性信息入口候选"	"语素主信息类.h:199"	"1"	"1"	"inline std::vector<枚举_信息入口类型> 语素_取人类词性信息入口候选(枚举_词性 词性)"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=语素;约束=inline"	"专用类/对应头文件：语素"	"待复核"
"语素_推断人类词性默认信息入口类型"	"语素主信息类.h:226"	"1"	"1"	"inline 枚举_信息入口类型 语素_推断人类词性默认信息入口类型(枚举_词性 词性) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=语素;约束=noexcept+inline"	"专用类/对应头文件：语素"	"待复核"
"语素入口可作为特征类型"	"自我动作实现模块.ixx:4870"	"1"	"1"	"inline bool 语素入口可作为特征类型(const 语素入口节点类* 入口) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"专用类/对应头文件：自我"	"待复核"
"语素类::~语素类"	"语素类.cpp:618"	"1"	"1"	"语素类::~语素类()"	"释放或收束对象资源。"	"类别=清理;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=语素;约束=无显式约束"	"专用类/对应头文件：语素"	"待复核"
"语素类::初始化"	"语素类.cpp:625"	"1"	"1"	"void 语素类::初始化()"	"初始化相关对象、状态或运行上下文。"	"类别=构造;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=语素;约束=无显式约束"	"专用类/对应头文件：语素"	"待复核"
"语素类::推断人类词性默认基础信息类型"	"语素类.cpp:967"	"1"	"1"	"枚举_主信息类型 语素类::推断人类词性默认基础信息类型(枚举_词性 词性) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=语素;约束=noexcept"	"专用类/对应头文件：语素"	"待复核"
"语素类::查找人类词性入口节点_已加锁"	"语素类.cpp:1191"	"1"	"1"	"语素入口节点类* 语素类::查找人类词性入口节点_已加锁(const 链节点类* 词节点, 枚举_词性 词性值) const"	"按条件查找目标对象、方法或事实。"	"类别=查找;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=语素;约束=锁约束"	"专用类/对应头文件：语素"	"待复核"
"语素类::查找信息入口节点_已加锁"	"语素类.cpp:1210"	"1"	"1"	"语素入口节点类* 语素类::查找信息入口节点_已加锁(const 链节点类* 词节点, 枚举_信息入口类型 信息入口类型) const"	"按条件查找目标对象、方法或事实。"	"类别=查找;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=语素;约束=锁约束"	"专用类/对应头文件：语素"	"待复核"
"语素类::查找词_已加锁"	"语素类.cpp:1142"	"1"	"1"	"词节点类* 语素类::查找词_已加锁(const std::string& 词字符串) const"	"按条件查找目标对象、方法或事实。"	"类别=查找;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=语素;约束=锁约束"	"专用类/对应头文件：语素"	"待复核"
"语素类::查找语素入口对应基础信息"	"语素类.cpp:937"	"1"	"1"	"基础信息节点类* 语素类::查找语素入口对应基础信息(const 语素入口节点类* 入口节点) const"	"按条件查找目标对象、方法或事实。"	"类别=查找;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=语素;约束=无显式约束"	"专用类/对应头文件：语素"	"待复核"
"语素类::添加二次特征词"	"语素类.cpp:1027"	"1"	"1"	"词节点类* 语素类::添加二次特征词(语素节点类* 参照物, 语素节点类* 比较对象, 语素节点类* 比较类型)"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=语素;约束=无显式约束"	"专用类/对应头文件：语素"	"待复核"
"语素类::生成语素节点"	"语素类.cpp:691"	"1"	"1"	"语素入口节点类* 语素类::生成语素节点(结构体_分词 分词信息)"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=语素;约束=无显式约束"	"专用类/对应头文件：语素"	"待复核"
"语素类::确保信息入口对应基础信息"	"语素类.cpp:930"	"1"	"1"	"基础信息节点类* 语素类::确保信息入口对应基础信息(const std::string& 词值, 枚举_信息入口类型 信息入口类型, 基础信息类* 基础信息仓库, 基础信息节点类* 父节点)"	"确保目标结构、状态或前置条件存在并可用。"	"类别=未分类;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=语素;约束=无显式约束"	"专用类/对应头文件：语素"	"待复核"
