live	函数名	未限定名	定义位置	call_like_count	all_occurrences	原始签名	功能签名	前几个命中
present	存在类::查找子特征_按类型	查找子特征_按类型	存在类.cpp:497	27	27	特征节点类* 存在类::查找子特征_按类型(const 基础信息节点类* 宿主, const 语素入口节点类* 特征类型) const	类别=查找;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=存在;约束=无显式约束	世界树类.cpp:150:nullptr;         }          if (auto* 既有槽 = 世界树对象.查找子特征_按类型(概念, 特征类型)) {             if (auto* 主信息 = 世界树对象.特征().取特征主信息(既有槽)) {               | 世界树类.cpp:1812:); }  // 功能：按类型查找宿主下的直接子特征，不创建或修改节点。 特征节点类* 世界树类::查找子特征_按类型(     const 基础信息节点类* 宿主,     const 语素入口节点类* 特征类型) const {     return 特征服务_.查找子特征_ | 世界树类.cpp:1816:    const 语素入口节点类* 特征类型) const {     return 特征服务_.查找子特征_按类型(宿主, 特征类型); }  // 功能：读取特征节点主信息，不创建或修改节点。 特征节点主信息类* 世界树类::取特征主信息(特征节点类* 节点) const  | 世界树类.cpp:1994:(存在类型, 类型)) continue;          auto* 特征节点 = 特征服务_.查找子特征_按类型(存在节点, 唯一键特征类型);         I64 当前值 = 0;         if (特征节点 && 读取特征_I64(特征节点, 当前值) &&  | 世界树类.h:166:征节点类*> 获取子特征(const 基础信息节点类* 宿主) const;     特征节点类* 查找子特征_按类型(         const 基础信息节点类* 宿主,         const 语素入口节点类* 特征类型     ) const;     特征节点主信息 | 任务模块.筹办.ixx:3906:return nullptr;         }         auto* 输入包 = 世界树.查找子特征_按类型(             reinterpret_cast<基础信息节点类*>(任务场景),             评分_特征_输入条件包_筹办());    | 任务模块.筹办.ixx:3926:    {         return 宿主 && 特征类型             ? 世界树.查找子特征_按类型(宿主, 特征类型)             : nullptr;     }      // 功能：推进任务筹办，形成候选、缺口或就绪回执。     const | 场景类.cpp:259:在, 存在概念根)) continue;          auto* 三维体素特征 = 特征服务.查找子特征_按类型(候选存在, 参数.三维体素特征类型);         VecU句柄 存在体素根句柄{};         if (!特征服务.读取三维体素特征值(三维体素特征
present	特征类::查找子特征_按类型	查找子特征_按类型	特征类.cpp:2299	27	27	特征节点类* 特征类::查找子特征_按类型(const 基础信息节点类* 宿主, const 语素入口节点类* 特征类型) const	类别=查找;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束	世界树类.cpp:150:nullptr;         }          if (auto* 既有槽 = 世界树对象.查找子特征_按类型(概念, 特征类型)) {             if (auto* 主信息 = 世界树对象.特征().取特征主信息(既有槽)) {               | 世界树类.cpp:1812:); }  // 功能：按类型查找宿主下的直接子特征，不创建或修改节点。 特征节点类* 世界树类::查找子特征_按类型(     const 基础信息节点类* 宿主,     const 语素入口节点类* 特征类型) const {     return 特征服务_.查找子特征_ | 世界树类.cpp:1816:    const 语素入口节点类* 特征类型) const {     return 特征服务_.查找子特征_按类型(宿主, 特征类型); }  // 功能：读取特征节点主信息，不创建或修改节点。 特征节点主信息类* 世界树类::取特征主信息(特征节点类* 节点) const  | 世界树类.cpp:1994:(存在类型, 类型)) continue;          auto* 特征节点 = 特征服务_.查找子特征_按类型(存在节点, 唯一键特征类型);         I64 当前值 = 0;         if (特征节点 && 读取特征_I64(特征节点, 当前值) &&  | 世界树类.h:166:征节点类*> 获取子特征(const 基础信息节点类* 宿主) const;     特征节点类* 查找子特征_按类型(         const 基础信息节点类* 宿主,         const 语素入口节点类* 特征类型     ) const;     特征节点主信息 | 任务模块.筹办.ixx:3906:return nullptr;         }         auto* 输入包 = 世界树.查找子特征_按类型(             reinterpret_cast<基础信息节点类*>(任务场景),             评分_特征_输入条件包_筹办());    | 任务模块.筹办.ixx:3926:    {         return 宿主 && 特征类型             ? 世界树.查找子特征_按类型(宿主, 特征类型)             : nullptr;     }      // 功能：推进任务筹办，形成候选、缺口或就绪回执。     const | 场景类.cpp:259:在, 存在概念根)) continue;          auto* 三维体素特征 = 特征服务.查找子特征_按类型(候选存在, 参数.三维体素特征类型);         VecU句柄 存在体素根句柄{};         if (!特征服务.读取三维体素特征值(三维体素特征
present	世界树类::创建状态	创建状态	世界树类.cpp:1567	27	49	状态节点类* 世界树类::创建状态(场景节点类* 场景, 状态节点主信息类* 主信息)	类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=世界;约束=无显式约束	世界树类.cpp:2499:       来源动态); }  // 功能：创建并返回或登记对应对象。 状态节点类* 世界树类::创建状态(场景节点类* 场景, 状态节点主信息类* 主信息) {     return 状态服务_.创建状态(场景, 主信息); }  // 功能：创建并返回或登记对应对 | 世界树类.cpp:2501:创建状态(场景节点类* 场景, 状态节点主信息类* 主信息) {     return 状态服务_.创建状态(场景, 主信息); }  // 功能：创建并返回或登记对应对象。 状态节点类* 世界树类::创建状态(     场景节点类* 场景,     基础信息节点类*  | 世界树类.cpp:2505:建状态(场景, 主信息); }  // 功能：创建并返回或登记对应对象。 状态节点类* 世界树类::创建状态(     场景节点类* 场景,     基础信息节点类* 主体,     特征节点类* 特征,     const 特征值& 状态值,     时间戳 发生时间 | 世界树类.cpp:2513:值,     时间戳 发生时间,     时间戳 收到时间) {     return 状态服务_.创建状态(场景, 主体, 特征, 状态值, 发生时间, 收到时间); }  // 功能：创建内部状态节点并登记到场景。 状态节点类* 世界树类::创建内部状态(      | 世界树类.h:374:    场景节点类* 来源场景,         动态节点类* 来源动态);     状态节点类* 创建状态(场景节点类* 场景, 状态节点主信息类* 主信息);     状态节点类* 创建状态(         场景节点类* 场景,         基础信息节点类*  | 世界树类.h:375:状态节点类* 创建状态(场景节点类* 场景, 状态节点主信息类* 主信息);     状态节点类* 创建状态(         场景节点类* 场景,         基础信息节点类* 主体,         特征节点类* 特征,         const 特征值& 状 | 任务模块.筹办.ixx:1653:     return nullptr;         }         return 世界树.创建状态(             场景,             主体,             特征,             特征值{ 值 },           | 状态类.cpp:317:urn *右值 - *左值; }  // 功能：创建并返回或登记对应对象。 状态节点类* 状态类::创建状态(场景节点类* 场景, 状态节点主信息类* 主信息) {     if (!基础信息_ || !主信息) return nullptr;      const a
present	世界树类::确保特征	确保特征	世界树类.cpp:1422	30	32	特征节点类* 世界树类::确保特征(基础信息节点类* 宿主, const 语素入口节点类* 特征类型)	类别=未分类;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=世界;约束=无显式约束	世界树类.cpp:147:型);         if (!抽象特征) {             return 世界树对象.确保特征(概念, 特征类型) != nullptr;         }          if (auto* 既有槽 = 世界树对象.查找子特征_按类型(概念, 特征类 | 世界树类.cpp:1794:征(节点); }  // 功能：确保目标结构、状态或前置条件存在并可用。 特征节点类* 世界树类::确保特征(基础信息节点类* 宿主, const 语素入口节点类* 特征类型) {     return 特征服务_.取或创建子特征_按类型(宿主, 特征类型); }  / | 世界树类.cpp:2004:;     if (!新存在) return nullptr;      auto* 特征节点 = 确保特征(新存在, 唯一键特征类型);     if (!特征节点) return 新存在;      (void)写入特征_I64(特征节点, 唯一键特征值);     | 世界树类.cpp:2992:语素入口节点类* 特征类型, I64 值, 时间戳 now) {     auto* 特征节点 = 确保特征(宿主, 特征类型);     return 特征节点 ? 写入特征_I64(特征节点, 值, now) : false; }  // 功能：把处理结果写入指定对 | 世界树类.cpp:3011:  const void* 指针,     时间戳 now) {     auto* 特征节点 = 确保特征(宿主, 特征类型);     return 特征节点 ? 写入特征_指针(特征节点, 指针, now) : false; }  // 功能：把处理结果写入指定对 | 世界树类.cpp:3034:,     枚举_轮廓维度 维度,     时间戳 now) {     auto* 特征节点 = 确保特征(宿主, 特征类型);     return 特征节点 ? 写入特征_VecU(特征节点, std::move(值), 维度, now) : false; }   | 世界树类.cpp:3056:,     枚举_轮廓维度 维度,     时间戳 now) {     auto* 特征节点 = 确保特征(宿主, 特征类型);     return 特征节点 ? 写入特征_VecI64(特征节点, 值, 维度, now) : false; }  // 功能：从指定 | 世界树类.h:163: = {}     );     bool 删除特征(特征节点类* 节点);     特征节点类* 确保特征(基础信息节点类* 宿主, const 语素入口节点类* 特征类型);     特征节点类* 取或创建子特征_按类型(基础信息节点类* 宿主, const 语素入
present	世界树类::创建动态	创建动态	世界树类.cpp:1573	30	44	动态节点类* 世界树类::创建动态(场景节点类* 场景, 动态节点主信息类* 主信息)	类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=世界;约束=无显式约束	世界树类.cpp:2584:变化(节点, 是否变化); }  // 功能：创建并返回或登记对应对象。 动态节点类* 世界树类::创建动态(场景节点类* 场景, 动态节点主信息类* 主信息) {     return 动态服务_.创建动态(场景, 主信息); }  // 功能：创建并返回或登记对应对 | 世界树类.cpp:2586:创建动态(场景节点类* 场景, 动态节点主信息类* 主信息) {     return 动态服务_.创建动态(场景, 主信息); }  // 功能：创建并返回或登记对应对象。 动态节点类* 世界树类::创建动态(     场景节点类* 场景,     动态节点主信息类* | 世界树类.cpp:2590:建动态(场景, 主信息); }  // 功能：创建并返回或登记对应对象。 动态节点类* 世界树类::创建动态(     场景节点类* 场景,     动态节点主信息类* 主信息,     const 动态创建后处理选项& 后处理选项) {     return 动态服务 | 世界树类.cpp:2595:息,     const 动态创建后处理选项& 后处理选项) {     return 动态服务_.创建动态(场景, 主信息, 后处理选项); }  // 功能：创建并返回或登记对应对象。 动态节点类* 世界树类::创建动态(     场景节点类* 场景,     状态 | 世界树类.cpp:2599: 主信息, 后处理选项); }  // 功能：创建并返回或登记对应对象。 动态节点类* 世界树类::创建动态(     场景节点类* 场景,     状态节点类* 初始状态,     状态节点类* 结果状态,     时间戳 起,     时间戳 止) {     re | 世界树类.cpp:2606:类* 结果状态,     时间戳 起,     时间戳 止) {     return 动态服务_.创建动态(场景, 初始状态, 结果状态, 起, 止); }  // 功能：创建方法动作动态并登记到场景。 动态节点类* 世界树类::创建方法动作动态(     场景节点类 | 世界树类.h:406:    bool 标记状态变化(状态节点类* 节点, bool 是否变化);     动态节点类* 创建动态(场景节点类* 场景, 动态节点主信息类* 主信息);     动态节点类* 创建动态(         场景节点类* 场景,         动态节点主信息类* | 世界树类.h:407:动态节点类* 创建动态(场景节点类* 场景, 动态节点主信息类* 主信息);     动态节点类* 创建动态(         场景节点类* 场景,         动态节点主信息类* 主信息,         const 动态创建后处理选项& 后处理选项     );
present	特征类::比较状态	比较状态	特征类.cpp:4085	30	58	结构_特征状态比较结果 特征类::比较状态( const 状态节点类* 当前状态, const 状态节点类* 目标状态) const	类别=比较;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束	世界树类.cpp:1832:息(节点); }  // 功能：比较当前值、目标值或历史基准。 结构_特征状态比较结果 世界树类::比较状态(     const 状态节点类* 当前状态,     const 状态节点类* 目标状态) const {     return 特征服务_.比较状态(当前状 | 世界树类.cpp:1836:,     const 状态节点类* 目标状态) const {     return 特征服务_.比较状态(当前状态, 目标状态); }  // 功能：读取并返回特征值比较方法结果。 特征比较方法结果 世界树类::获取比较方法结果(     const 语素入口节点类 | 世界树类.h:172:(const 特征节点类* 节点) const noexcept;     结构_特征状态比较结果 比较状态(         const 状态节点类* 当前状态,         const 状态节点类* 目标状态) const;     特征比较方法结果 获取比较方 | 任务模块.筹办.ixx:807:状态 && 上下文.目标状态) {             const auto 比较 = 世界树.比较状态(上下文.当前状态, 上下文.目标状态);             结果.已判断 = true;             结果.可比较 = 比较.可比较;     | 任务模块.筹办.ixx:1467:状态 && 项.派生目标状态) {             const auto 比较 = 世界树.比较状态(来源目标状态, 项.派生目标状态);             if (!比较.可比较 || 比较.关系 != 枚举_三向关系::等于) {            | 任务模块.管理工作线程.ixx:1820:      return false;     }     const auto 比较 = 世界树.比较状态(         const_cast<状态节点类*>(左),         const_cast<状态节点类*>(右));     if (比较.可比较)  | 任务模块.管理工作线程.ixx:2109: && VX0目标状态) {             const auto VX0比较 = 世界树.比较状态(VX0实际状态, VX0目标状态);             const bool VX0目标已达成 =                 VX0比较.可比较 & | 任务模块.管理工作线程.ixx:2331:        return 回执;     }      const auto 比较 = 世界树.比较状态(实际状态, 目标状态);     auto* 之前结果状态 = 私有_任务之前结果状态(任务, 需求);     const auto 之前比较 = 之前结果状
present	世界树类::取或创建子存在_按类型并按特征I64	取或创建子存在_按类型并按特征I64	世界树类.cpp:1450	32	32	存在节点类* 世界树类::取或创建子存在_按类型并按特征I64( 基础信息节点类* 父节点, const 语素入口节点类* 类型, const 语素入口节点类* 唯一键特征类型, I64 唯一键特征值)	类别=构造;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=世界;约束=无显式约束	世界树类.cpp:1982:.获取方法根节点(节点); }  // 功能：创建并返回或登记对应对象。 存在节点类* 世界树类::取或创建子存在_按类型并按特征I64(     基础信息节点类* 父节点,     const 语素入口节点类* 类型,     const 语素入口节点类* 唯一键特征类型,     I64 唯一 | 世界树类.h:211:方法根节点(const 存在节点类* 节点) const noexcept;     存在节点类* 取或创建子存在_按类型并按特征I64(         基础信息节点类* 父节点,         const 语素入口节点类* 类型,         const 语素入口节点类* 唯一键特征类型 | 本能动作管理类.ixx:328:       return nullptr;     }     auto* 运行存在 = 世界树.取或创建子存在_按类型并按特征I64(         宿主,         本能动作运行虚拟存在类型词(),         本能动作运行开始时间特征词(),         static_ca | 自我动作实现.外设模块.ixx:8931:f (!宿主) return nullptr;          auto* 运行存在 = 世界树.取或创建子存在_按类型并按特征I64(             宿主,             类型_运行虚拟存在(),             特征_开始时间(),             sta | 自我动作实现.外设模块.ixx:11884:oexcept     {         return 宿主             ? 世界树.取或创建子存在_按类型并按特征I64(                 宿主,                 类型_空间候选观察事实(),                 特征_空间候选编号(), | 自我动作实现.外设模块.ixx:12059:t     {         auto* 区域存在 = 宿主             ? 世界树.取或创建子存在_按类型并按特征I64(                 宿主,                 类型_观察诊断区域(),                 特征_诊断区域编号(),   | 自我动作实现.外设模块.ixx:13855:o& 条目 : 候选结果.条目集合) {             auto* 候选存在 = 世界树.取或创建子存在_按类型并按特征I64(                 宿主,                 类型_安全因果候选条目(),                 特征_安全因果候选序号( | 自我动作实现.外设模块.ixx:13916: auto& 项 : 结果.项集合) {             auto* 明细存在 = 世界树.取或创建子存在_按类型并按特征I64(                 输出节点,                 类型_当前场景特征值可读材料门项(),                 特征_当前
present	存在类::取或创建子存在_按类型并按特征I64	取或创建子存在_按类型并按特征I64	存在类.cpp:286	32	32	存在节点类* 存在类::取或创建子存在_按类型并按特征I64( 基础信息节点类* 父节点, const 语素入口节点类* 类型, const 语素入口节点类* 唯一键特征类型, I64 唯一键特征值)	类别=构造;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=存在;约束=无显式约束	世界树类.cpp:1982:.获取方法根节点(节点); }  // 功能：创建并返回或登记对应对象。 存在节点类* 世界树类::取或创建子存在_按类型并按特征I64(     基础信息节点类* 父节点,     const 语素入口节点类* 类型,     const 语素入口节点类* 唯一键特征类型,     I64 唯一 | 世界树类.h:211:方法根节点(const 存在节点类* 节点) const noexcept;     存在节点类* 取或创建子存在_按类型并按特征I64(         基础信息节点类* 父节点,         const 语素入口节点类* 类型,         const 语素入口节点类* 唯一键特征类型 | 本能动作管理类.ixx:328:       return nullptr;     }     auto* 运行存在 = 世界树.取或创建子存在_按类型并按特征I64(         宿主,         本能动作运行虚拟存在类型词(),         本能动作运行开始时间特征词(),         static_ca | 自我动作实现.外设模块.ixx:8931:f (!宿主) return nullptr;          auto* 运行存在 = 世界树.取或创建子存在_按类型并按特征I64(             宿主,             类型_运行虚拟存在(),             特征_开始时间(),             sta | 自我动作实现.外设模块.ixx:11884:oexcept     {         return 宿主             ? 世界树.取或创建子存在_按类型并按特征I64(                 宿主,                 类型_空间候选观察事实(),                 特征_空间候选编号(), | 自我动作实现.外设模块.ixx:12059:t     {         auto* 区域存在 = 宿主             ? 世界树.取或创建子存在_按类型并按特征I64(                 宿主,                 类型_观察诊断区域(),                 特征_诊断区域编号(),   | 自我动作实现.外设模块.ixx:13855:o& 条目 : 候选结果.条目集合) {             auto* 候选存在 = 世界树.取或创建子存在_按类型并按特征I64(                 宿主,                 类型_安全因果候选条目(),                 特征_安全因果候选序号( | 自我动作实现.外设模块.ixx:13916: auto& 项 : 结果.项集合) {             auto* 明细存在 = 世界树.取或创建子存在_按类型并按特征I64(                 输出节点,                 类型_当前场景特征值可读材料门项(),                 特征_当前
present	控制面板摘要线程类::启动	启动	控制面板摘要线程模块.impl.cpp:613	34	747	bool 控制面板摘要线程类::启动()	类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=控制面板;约束=无显式约束	"任务模块.执行.ixx:1039:任务执行桥类 { public:     // 功能：启动线程、模块或运行流程。     void 启动(std::uint32_t n)     {         工作者数量_ = n == 0 ? 1 : n;         停止请求_ = false;   | 任务模块.管理工作线程.ixx:133:摘要(     const 结构_外设消息承接结果& 结果);  bool 确保任务管理工作线程壳已启动() noexcept;  bool 提交任务工作项(     自我类& 自我对象,     const 任务管理线程协议::结构_任务工作项& 工作项,     | 任务模块.管理工作线程.ixx:468:        + 私有_任务主键(任务));     任务执行桥类 执行桥{};     执行桥.启动(1);     auto 结果 = 执行任务(         执行桥,         任务,         now);     if (输出回执) {   | 任务模块.管理工作线程.ixx:3448:线程 {  // 功能：确保目标结构、状态或前置条件存在并可用。 bool 确保任务管理工作线程壳已启动() noexcept {     auto& 状态 = 私有_壳状态();     std::lock_guard<std::mutex> 锁(状态.锁);   | 任务模块.管理工作线程.ixx:3652:::结构_任务工作结果* 输出) noexcept {     (void)确保任务管理工作线程壳已启动();     const auto now = 私有_时间(工作项.当前时间);     任务管理线程协议::结构_任务工作结果 局部结果{};     aut | 任务模块.管理界面线程.impl.cpp:4291:项.目标外设 == ""双目相机/D455深度相机""; }  void 私有_确保外设观察线程按等待项启动(     const 结构_外设观察等待项& 等待项) noexcept {     if (!私有_等待项目标是D455(等待项)) {         re | 任务模块.管理界面线程.impl.cpp:4371:设等待项.等待项ID = 提交外设观察等待项(外设等待项);     私有_确保外设观察线程按等待项启动(外设等待项);     私有_唤醒外设承接后台线程();     项目运行日志(         ""任务管理界面线程/按当前方法供料要求创建外设观察等待项 |  | 任务模块.管理界面线程.impl.cpp:4499:       continue;         }         私有_确保外设观察线程按等待项启动(外设等待项);         ++提交数量;         if (首个等待项ID == 0) {             首个等待项ID = 外设等待项."
present	自我线程类::启动	启动	自我线程模块.impl.cpp:15417	34	747	bool 自我线程类::启动()	类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=无显式约束	"任务模块.执行.ixx:1039:任务执行桥类 { public:     // 功能：启动线程、模块或运行流程。     void 启动(std::uint32_t n)     {         工作者数量_ = n == 0 ? 1 : n;         停止请求_ = false;   | 任务模块.管理工作线程.ixx:133:摘要(     const 结构_外设消息承接结果& 结果);  bool 确保任务管理工作线程壳已启动() noexcept;  bool 提交任务工作项(     自我类& 自我对象,     const 任务管理线程协议::结构_任务工作项& 工作项,     | 任务模块.管理工作线程.ixx:468:        + 私有_任务主键(任务));     任务执行桥类 执行桥{};     执行桥.启动(1);     auto 结果 = 执行任务(         执行桥,         任务,         now);     if (输出回执) {   | 任务模块.管理工作线程.ixx:3448:线程 {  // 功能：确保目标结构、状态或前置条件存在并可用。 bool 确保任务管理工作线程壳已启动() noexcept {     auto& 状态 = 私有_壳状态();     std::lock_guard<std::mutex> 锁(状态.锁);   | 任务模块.管理工作线程.ixx:3652:::结构_任务工作结果* 输出) noexcept {     (void)确保任务管理工作线程壳已启动();     const auto now = 私有_时间(工作项.当前时间);     任务管理线程协议::结构_任务工作结果 局部结果{};     aut | 任务模块.管理界面线程.impl.cpp:4291:项.目标外设 == ""双目相机/D455深度相机""; }  void 私有_确保外设观察线程按等待项启动(     const 结构_外设观察等待项& 等待项) noexcept {     if (!私有_等待项目标是D455(等待项)) {         re | 任务模块.管理界面线程.impl.cpp:4371:设等待项.等待项ID = 提交外设观察等待项(外设等待项);     私有_确保外设观察线程按等待项启动(外设等待项);     私有_唤醒外设承接后台线程();     项目运行日志(         ""任务管理界面线程/按当前方法供料要求创建外设观察等待项 |  | 任务模块.管理界面线程.impl.cpp:4499:       continue;         }         私有_确保外设观察线程按等待项启动(外设等待项);         ++提交数量;         if (首个等待项ID == 0) {             首个等待项ID = 外设等待项."
present	自检线程类::启动	启动	自检线程模块.impl.cpp:1466	34	747	bool 自检线程类::启动(bool 只读观察模式)	类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束	"任务模块.执行.ixx:1039:任务执行桥类 { public:     // 功能：启动线程、模块或运行流程。     void 启动(std::uint32_t n)     {         工作者数量_ = n == 0 ? 1 : n;         停止请求_ = false;   | 任务模块.管理工作线程.ixx:133:摘要(     const 结构_外设消息承接结果& 结果);  bool 确保任务管理工作线程壳已启动() noexcept;  bool 提交任务工作项(     自我类& 自我对象,     const 任务管理线程协议::结构_任务工作项& 工作项,     | 任务模块.管理工作线程.ixx:468:        + 私有_任务主键(任务));     任务执行桥类 执行桥{};     执行桥.启动(1);     auto 结果 = 执行任务(         执行桥,         任务,         now);     if (输出回执) {   | 任务模块.管理工作线程.ixx:3448:线程 {  // 功能：确保目标结构、状态或前置条件存在并可用。 bool 确保任务管理工作线程壳已启动() noexcept {     auto& 状态 = 私有_壳状态();     std::lock_guard<std::mutex> 锁(状态.锁);   | 任务模块.管理工作线程.ixx:3652:::结构_任务工作结果* 输出) noexcept {     (void)确保任务管理工作线程壳已启动();     const auto now = 私有_时间(工作项.当前时间);     任务管理线程协议::结构_任务工作结果 局部结果{};     aut | 任务模块.管理界面线程.impl.cpp:4291:项.目标外设 == ""双目相机/D455深度相机""; }  void 私有_确保外设观察线程按等待项启动(     const 结构_外设观察等待项& 等待项) noexcept {     if (!私有_等待项目标是D455(等待项)) {         re | 任务模块.管理界面线程.impl.cpp:4371:设等待项.等待项ID = 提交外设观察等待项(外设等待项);     私有_确保外设观察线程按等待项启动(外设等待项);     私有_唤醒外设承接后台线程();     项目运行日志(         ""任务管理界面线程/按当前方法供料要求创建外设观察等待项 |  | 任务模块.管理界面线程.impl.cpp:4499:       continue;         }         私有_确保外设观察线程按等待项启动(外设等待项);         ++提交数量;         if (首个等待项ID == 0) {             首个等待项ID = 外设等待项."
present	状态类::创建内部状态	创建内部状态	状态类.cpp:404	35	36	状态节点类* 状态类::创建内部状态( 场景节点类* 场景, 基础信息节点类* 主体, 特征节点类* 特征, const 特征值& 值, 枚举_存在状态事件 事件, bool 是否变化, 时间戳 now, const 状态后处理回调& 后处理)	类别=构造;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束	世界树类.cpp:2517:生时间, 收到时间); }  // 功能：创建内部状态节点并登记到场景。 状态节点类* 世界树类::创建内部状态(     场景节点类* 场景,     基础信息节点类* 主体,     特征节点类* 特征,     const 特征值& 值,     bool 是否变化, | 世界树类.cpp:2526:,     const 状态类::状态后处理回调& 后处理) {     return 状态服务_.创建内部状态(场景, 主体, 特征, 值, 是否变化, now, 后处理); }  // 功能：读取场景状态集合，不创建或修改节点。 std::vector<状态节点类*>  | 世界树类.h:383:    时间戳 收到时间 = 结构体_时间戳::当前_微秒()     );     状态节点类* 创建内部状态(         场景节点类* 场景,         基础信息节点类* 主体,         特征节点类* 特征,         const 特征值& 值 | 任务模块.执行.ixx:693:urn;     }     结果场景 = 状态场景;      auto* 当前状态 = 世界树.创建内部状态(         状态场景,         目标主体,         状态特征,         当前值,         false,         n | 任务模块.执行.ixx:700:        false,         now);     auto* 目标状态 = 世界树.创建内部状态(         状态场景,         目标主体,         状态特征,         目标值,         当前值 != 目标值,      | 方法类.cpp:1038:       特征类型,             初始值);         return 世界树.创建内部状态(             条件场景,             reinterpret_cast<基础信息节点类*>(方法虚拟存在),             状 | 方法虚拟存在服务类.cpp:370:cast<基础信息节点类*>(方法虚拟存在);         auto* 旧状态节点 = 世界树.创建内部状态(             场景,             宿主,             方法状态特征,             特征值{ 有旧状态 ? 旧状态 | 方法虚拟存在服务类.cpp:377:alse,             now);         auto* 新状态节点 = 世界树.创建内部状态(             场景,             宿主,             方法状态特征,             特征值{ 新状态 },
present	世界树类::世界根	世界根	世界树类.cpp:944	47	58	基础信息节点类* 世界树类::世界根() const noexcept	类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=世界;约束=noexcept	"世界树类.cpp:102: auto* 父 = 父节点 ? const_cast<基础信息节点类*>(父节点) : 基础信息.世界根();         if (!父 || !父->子) return 结果;          auto* 首节点 = static_cast<基础信息节点类* | 世界树类.cpp:121: auto* 父 = 父节点 ? const_cast<基础信息节点类*>(父节点) : 基础信息.世界根();         if (!父 || !父->子) return 结果;          auto* 首节点 = static_cast<基础信息节点类* | 世界树类.cpp:1210:return 因果服务_; }  // 功能：按函数名执行对应处理。 基础信息节点类* 世界树类::世界根() const noexcept {     return 基础信息链_.世界根(); }  // 功能：按主键解析基础信息世界树节点，不创建或修改节点。 基础 | 世界树类.cpp:1212:类* 世界树类::世界根() const noexcept {     return 基础信息链_.世界根(); }  // 功能：按主键解析基础信息世界树节点，不创建或修改节点。 基础信息节点类* 世界树类::按主键解析节点(const std::string& 主 | 世界树类.cpp:1279: const {     if (!节点) return false;     if (节点 == 世界根()) return true;     for (const auto* 当前 : 基础信息链_.枚举全部节点()) {         if (当前 == 节 | 世界树类.cpp:1310:       根行.同层序号 = 0;             根行.直接子数量 = 基础信息链_.世界根()                 ? static_cast<int>(基础信息链_.世界根()->子节点数量)                 : 0;   | 世界树类.cpp:1311:_.世界根()                 ? static_cast<int>(基础信息链_.世界根()->子节点数量)                 : 0;             根行.路径 = ""WORLD_ROOT"";             根行. | 世界树类.cpp:1318:ack(std::move(根行));              auto* 根 = 基础信息链_.世界根();             if (根 && 根->子) {                 私有_收集世界树SQL同层(                  "
present	基础信息类::世界根	世界根	基础信息类.cpp:37	47	58	基础信息类::节点类* 基础信息类::世界根() const noexcept	类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=基础信息;约束=noexcept	"世界树类.cpp:102: auto* 父 = 父节点 ? const_cast<基础信息节点类*>(父节点) : 基础信息.世界根();         if (!父 || !父->子) return 结果;          auto* 首节点 = static_cast<基础信息节点类* | 世界树类.cpp:121: auto* 父 = 父节点 ? const_cast<基础信息节点类*>(父节点) : 基础信息.世界根();         if (!父 || !父->子) return 结果;          auto* 首节点 = static_cast<基础信息节点类* | 世界树类.cpp:1210:return 因果服务_; }  // 功能：按函数名执行对应处理。 基础信息节点类* 世界树类::世界根() const noexcept {     return 基础信息链_.世界根(); }  // 功能：按主键解析基础信息世界树节点，不创建或修改节点。 基础 | 世界树类.cpp:1212:类* 世界树类::世界根() const noexcept {     return 基础信息链_.世界根(); }  // 功能：按主键解析基础信息世界树节点，不创建或修改节点。 基础信息节点类* 世界树类::按主键解析节点(const std::string& 主 | 世界树类.cpp:1279: const {     if (!节点) return false;     if (节点 == 世界根()) return true;     for (const auto* 当前 : 基础信息链_.枚举全部节点()) {         if (当前 == 节 | 世界树类.cpp:1310:       根行.同层序号 = 0;             根行.直接子数量 = 基础信息链_.世界根()                 ? static_cast<int>(基础信息链_.世界根()->子节点数量)                 : 0;   | 世界树类.cpp:1311:_.世界根()                 ? static_cast<int>(基础信息链_.世界根()->子节点数量)                 : 0;             根行.路径 = ""WORLD_ROOT"";             根行. | 世界树类.cpp:1318:ack(std::move(根行));              auto* 根 = 基础信息链_.世界根();             if (根 && 根->子) {                 私有_收集世界树SQL同层(                  "
