live	函数名	未限定名	定义位置	call_like_count	功能	签名风险标记	命中位置
yes	特征_补观察需求建议	特征_补观察需求建议	自我动作实现.外设模块.ixx:3296	12	按函数名执行对应处理。		自我动作实现.外设模块.ixx:3296;自我动作实现.外设模块.ixx:11782;自我动作实现.外设模块.ixx:11855;自我动作实现.外设模块.ixx:12102;自我动作实现.外设模块.ixx:12804;自我动作实现.外设模块.ixx:14965;自我动作实现.外设模块.ixx:15097;自我动作实现.外设模块.ixx:15421;自我动作实现.外设模块.ixx:16659;自我动作实现.外设模块.ixx:16929;自我动作实现.外设模块.ixx:17230;自我动作实现.外设模块.ixx:25035
yes	特征_中心空间坐标X	特征_中心空间坐标X	自我动作实现.外设模块.ixx:3919	12	按函数名执行对应处理。		自我动作实现.外设模块.ixx:3919;自我动作实现.外设模块.ixx:11737;自我动作实现.外设模块.ixx:11810;自我动作实现.外设模块.ixx:12935;自我动作实现.外设模块.ixx:12977;自我动作实现.外设模块.ixx:13089;自我动作实现.外设模块.ixx:13175;自我动作实现.外设模块.ixx:13463;自我动作实现.外设模块.ixx:14278;自我动作实现.外设模块.ixx:14970;自我动作实现.外设模块.ixx:15103;自我动作实现.外设模块.ixx:16809
yes	特征_中心空间坐标Y	特征_中心空间坐标Y	自我动作实现.外设模块.ixx:3926	12	按函数名执行对应处理。		自我动作实现.外设模块.ixx:3926;自我动作实现.外设模块.ixx:11738;自我动作实现.外设模块.ixx:11811;自我动作实现.外设模块.ixx:12936;自我动作实现.外设模块.ixx:12978;自我动作实现.外设模块.ixx:13090;自我动作实现.外设模块.ixx:13176;自我动作实现.外设模块.ixx:13464;自我动作实现.外设模块.ixx:14279;自我动作实现.外设模块.ixx:14971;自我动作实现.外设模块.ixx:15104;自我动作实现.外设模块.ixx:16810
yes	特征_外设观察像素簇候选已验证状态	特征_外设观察像素簇候选已验证状态	自我动作实现.外设模块.ixx:4717	12	按函数名执行对应处理。		自我动作实现.外设模块.ixx:4717;自我动作实现.外设模块.ixx:16459;自我动作实现.外设模块.ixx:16477;自我动作实现.外设模块.ixx:16534;自我动作实现.外设模块.ixx:21297;自我动作实现.外设模块.ixx:21305;自我动作实现.外设模块.ixx:22325;自我动作实现.外设模块.ixx:22408;自我动作实现.外设模块.ixx:22435;自我动作实现.外设模块.ixx:22624;自我动作实现.外设模块.ixx:22632;自我动作实现.外设模块.ixx:22724
yes	特征_关键特征变化观察状态	特征_关键特征变化观察状态	自我动作实现.外设模块.ixx:6183	12	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6183;自我动作实现.外设模块.ixx:13707;自我动作实现.外设模块.ixx:15645;自我动作实现.外设模块.ixx:15854;自我动作实现.外设模块.ixx:15862;自我动作实现.外设模块.ixx:15951;自我动作实现.外设模块.ixx:18638;自我动作实现.外设模块.ixx:19046;自我动作实现.外设模块.ixx:20290;自我动作实现.外设模块.ixx:20301;自我动作实现.外设模块.ixx:20323;自我动作实现.外设模块.ixx:20770
yes	特征_安全因果因素证据搜索状态	特征_安全因果因素证据搜索状态	自我动作实现.外设模块.ixx:6526	12	在候选范围内搜索目标对象或路径。		自我动作实现.外设模块.ixx:6526;自我动作实现.外设模块.ixx:15753;自我动作实现.外设模块.ixx:15773;自我动作实现.外设模块.ixx:15804;自我动作实现.外设模块.ixx:15827;自我动作实现.外设模块.ixx:19370;自我动作实现.外设模块.ixx:19372;自我动作实现.外设模块.ixx:19457;自我动作实现.外设模块.ixx:19458;自我动作实现.外设模块.ixx:19541;自我动作实现.外设模块.ixx:19652;自我动作实现.外设模块.ixx:20864
yes	写入目标方法I64特征派生需求	写入目标方法I64特征派生需求	自我动作实现.外设模块.ixx:8048	12	把处理结果写入指定对象、场景或日志。		自我动作实现.外设模块.ixx:8048;自我动作实现模块.ixx:3017;自我动作实现模块.ixx:8748;自我动作实现模块.ixx:8959;自我动作实现模块.ixx:8978;自我动作实现模块.ixx:9123;自我动作实现模块.ixx:9318;自我动作实现模块.ixx:9793;自我动作实现模块.ixx:9819;自我动作实现模块.ixx:9837;自我动作实现模块.ixx:9863;自我动作实现模块.ixx:9885
yes	记录缺口	记录缺口	自我动作实现.扫描.ixx:1054	12	记录日志、动态、证据或运行痕迹。		自我动作实现.扫描.ixx:1054;自我动作实现.扫描.ixx:1144;自我动作实现.扫描.ixx:1799;自我动作实现.扫描.ixx:1803;自我动作实现.扫描.ixx:1833;自我动作实现.扫描.ixx:1845;自我动作实现.扫描.ixx:1891;自我动作实现.扫描.ixx:1904;自我动作实现.扫描.ixx:1914;自我动作实现.扫描.ixx:1925;自我动作实现.扫描.ixx:1950;自我动作实现.扫描.ixx:1981
yes	特征_输出结果场景	特征_输出结果场景	自我动作实现.扫描.ixx:443	12	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1548;自我动作实现.外设模块.ixx:8924;自我动作实现.外设模块.ixx:17454;自我动作实现.扫描.ixx:443;自我动作实现.扫描.ixx:853;自我动作实现.服务模块.ixx:221;自我动作实现.服务模块.ixx:2144;自我动作实现.服务模块.ixx:2341;自我动作实现.服务模块.ixx:2355;自我动作实现模块.ixx:1072;自我动作实现模块.ixx:4065;自我动作实现模块.ixx:11928
yes	读取任务指针字段	读取任务指针字段	自我动作实现.服务模块.ixx:1973	12	从指定来源读取数据或状态。		自我动作实现.服务模块.ixx:1973;自我动作实现.服务模块.ixx:2003;自我动作实现.服务模块.ixx:2012;自我动作实现.服务模块.ixx:2223;自我动作实现.服务模块.ixx:2224;自我动作实现.服务模块.ixx:2280;自我动作实现.服务模块.ixx:2283;自我动作实现.服务模块.ixx:2348;自我动作实现.服务模块.ixx:2354;自我动作实现.服务模块.ixx:2355;自我动作实现.服务模块.ixx:2536;自我动作实现.服务模块.ixx:2920
yes	特征_输出结果场景	特征_输出结果场景	自我动作实现.服务模块.ixx:221	12	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1548;自我动作实现.外设模块.ixx:8924;自我动作实现.外设模块.ixx:17454;自我动作实现.扫描.ixx:443;自我动作实现.扫描.ixx:853;自我动作实现.服务模块.ixx:221;自我动作实现.服务模块.ixx:2144;自我动作实现.服务模块.ixx:2341;自我动作实现.服务模块.ixx:2355;自我动作实现模块.ixx:1072;自我动作实现模块.ixx:4065;自我动作实现模块.ixx:11928
yes	约束服务评分	约束服务评分	自我动作实现.服务模块.ixx:2736	12	按函数名执行对应处理。		自我动作实现.服务模块.ixx:2736;自我动作实现.服务模块.ixx:2746;自我动作实现.服务模块.ixx:2757;自我动作实现.服务模块.ixx:2811;自我动作实现.服务模块.ixx:3535;自我动作实现.服务模块.ixx:3536;自我动作实现.服务模块.ixx:3537;自我动作实现.服务模块.ixx:3538;自我动作实现.服务模块.ixx:3540;自我动作实现.服务模块.ixx:3578;自我动作实现.服务模块.ixx:3609;自我动作实现.服务模块.ixx:3610
yes	特征_输出结果场景	特征_输出结果场景	自我动作实现模块.ixx:1072	12	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1548;自我动作实现.外设模块.ixx:8924;自我动作实现.外设模块.ixx:17454;自我动作实现.扫描.ixx:443;自我动作实现.扫描.ixx:853;自我动作实现.服务模块.ixx:221;自我动作实现.服务模块.ixx:2144;自我动作实现.服务模块.ixx:2341;自我动作实现.服务模块.ixx:2355;自我动作实现模块.ixx:1072;自我动作实现模块.ixx:4065;自我动作实现模块.ixx:11928
yes	特征_相机帧宽度	特征_相机帧宽度	自我动作实现模块.ixx:1714	12	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2344;自我动作实现.外设模块.ixx:12003;自我动作实现.外设模块.ixx:12133;自我动作实现.外设模块.ixx:12500;自我动作实现.外设模块.ixx:12553;自我动作实现.外设模块.ixx:14890;自我动作实现.外设模块.ixx:15022;自我动作实现.外设模块.ixx:15288;自我动作实现.外设模块.ixx:15323;自我动作实现.外设模块.ixx:15468;自我动作实现.外设模块.ixx:17779;自我动作实现模块.ixx:1714
yes	特征_相机帧高度	特征_相机帧高度	自我动作实现模块.ixx:1721	12	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2351;自我动作实现.外设模块.ixx:12004;自我动作实现.外设模块.ixx:12134;自我动作实现.外设模块.ixx:12501;自我动作实现.外设模块.ixx:12554;自我动作实现.外设模块.ixx:14891;自我动作实现.外设模块.ixx:15023;自我动作实现.外设模块.ixx:15289;自我动作实现.外设模块.ixx:15324;自我动作实现.外设模块.ixx:15469;自我动作实现.外设模块.ixx:17780;自我动作实现模块.ixx:1721
yes	特征_深度帧号	特征_深度帧号	自我动作实现模块.ixx:1728	12	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2358;自我动作实现.外设模块.ixx:12005;自我动作实现.外设模块.ixx:12506;自我动作实现.外设模块.ixx:12568;自我动作实现.外设模块.ixx:14892;自我动作实现.外设模块.ixx:15024;自我动作实现.外设模块.ixx:15290;自我动作实现.外设模块.ixx:15325;自我动作实现.外设模块.ixx:15470;自我动作实现.外设模块.ixx:17781;自我动作实现.外设模块.ixx:23937;自我动作实现模块.ixx:1728
yes	特征_彩色帧号	特征_彩色帧号	自我动作实现模块.ixx:1735	12	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2365;自我动作实现.外设模块.ixx:12006;自我动作实现.外设模块.ixx:12507;自我动作实现.外设模块.ixx:12571;自我动作实现.外设模块.ixx:14893;自我动作实现.外设模块.ixx:15025;自我动作实现.外设模块.ixx:15291;自我动作实现.外设模块.ixx:15326;自我动作实现.外设模块.ixx:15471;自我动作实现.外设模块.ixx:17782;自我动作实现.外设模块.ixx:23938;自我动作实现模块.ixx:1735
yes	特征_方法最近连续成功次数	特征_方法最近连续成功次数	自我动作实现模块.ixx:717	12	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1193;自我动作实现.外设模块.ixx:8956;自我动作实现.外设模块.ixx:8983;自我动作实现模块.ixx:717;自我动作实现模块.ixx:4097;自我动作实现模块.ixx:4124;自我动作实现模块.ixx:5797;自我动作实现模块.ixx:5802;自我动作实现模块.ixx:9428;自我动作实现模块.ixx:9881;自我动作实现模块.ixx:9888;自我动作实现模块.ixx:10015
yes	私有_创建状态节点	私有_创建状态节点	自我类.cpp:489	12	创建并返回或登记对应对象。		自我类.cpp:489;自我类.cpp:575;自我类.cpp:582;自我类.cpp:663;自我类.cpp:672;自我类.cpp:741;自我类.cpp:750;自我类.cpp:1098;自我类.cpp:1149;自我类.cpp:1351;自我类.cpp:2228;自我类.cpp:2238
yes	私有_记录本能动作_I64	私有_记录本能动作_I64	自我类.cpp:550	12	记录日志、动态、证据或运行痕迹。		自我类.cpp:550;自我类.cpp:1368;自我类.cpp:1380;自我类.cpp:1415;自我类.cpp:1443;自我类.cpp:1471;自我类.cpp:1499;自我类.cpp:1537;自我类.cpp:1575;自我类.cpp:1612;自我类.cpp:1644;自我类.cpp:1753
yes	同步后返回执行尝试汇总对账结果	同步后返回执行尝试汇总对账结果	自我线程模块.消息协议.ixx:592	12	同步线程、任务、场景或对象之间的状态。		自我线程模块.消息协议.ixx:592;自我线程模块.消息协议.ixx:1084;自我线程模块.消息协议.ixx:1114;自我线程模块.消息协议.ixx:1125;自我线程模块.消息协议.ixx:1131;自我线程模块.消息协议.ixx:1136;自我线程模块.消息协议.ixx:1146;自我线程模块.消息协议.ixx:1155;自我线程模块.消息协议.ixx:1162;自我线程模块.消息协议.ixx:1193;自我线程模块.消息协议.ixx:1202;自我线程模块.消息协议.ixx:1211
yes	需求类::解析需求目标宿主	解析需求目标宿主	需求类.cpp:1555	12	解析需求目标宿主，不创建或修改节点。		任务模块.筹办.ixx:768;任务模块.筹办.ixx:1469;任务模块.筹办.ixx:3086;任务模块.管理界面线程.impl.cpp:1904;任务模块.管理界面线程.impl.cpp:4160;自我线程模块.impl.cpp:3001;自我线程模块.impl.cpp:6111;自我线程模块.impl.cpp:8055;自我线程模块.impl.cpp:8233;自我线程模块.impl.cpp:8373;自我线程模块.impl.cpp:8668;需求类.cpp:1555
yes	记录观测	记录观测	基础数据类型.h:202	12	std::int64_t 可信度 = 10000; // Q10000 //不需要	header_definition	二次特征应用模块.ixx:2385;二次特征类.cpp:1343;二次特征类.cpp:1375;二次特征类.cpp:1497;二次特征类.cpp:1523;基础数据类型.h:202;特征类.cpp:2598;特征类.cpp:2781;状态类.cpp:337;状态类.cpp:832;需求类.h:1155;需求类.h:1256
yes	IsWindow	IsWindow	控制面板WebView2.cpp:1883	12	按函数名执行对应处理。	constructor_like	控制面板WebView2.cpp:1883;控制面板WebView2.cpp:1895;控制面板WebView2.cpp:1921;控制面板WebView2.cpp:1934;控制面板WebView2.cpp:1978;控制面板WebView2.cpp:2057;控制面板WebView2.cpp:2069;控制面板WebView2.cpp:2112;控制面板WebView2.cpp:2127;控制面板WebView2.cpp:2130;控制面板WebView2.cpp:2133;控制面板WebView2.cpp:2160
yes	IsWindow	IsWindow	控制面板WebView2.cpp:1895	12	按函数名执行对应处理。	constructor_like	控制面板WebView2.cpp:1883;控制面板WebView2.cpp:1895;控制面板WebView2.cpp:1921;控制面板WebView2.cpp:1934;控制面板WebView2.cpp:1978;控制面板WebView2.cpp:2057;控制面板WebView2.cpp:2069;控制面板WebView2.cpp:2112;控制面板WebView2.cpp:2127;控制面板WebView2.cpp:2130;控制面板WebView2.cpp:2133;控制面板WebView2.cpp:2160
yes	IsWindow	IsWindow	控制面板WebView2.cpp:1921	12	按函数名执行对应处理。	constructor_like	控制面板WebView2.cpp:1883;控制面板WebView2.cpp:1895;控制面板WebView2.cpp:1921;控制面板WebView2.cpp:1934;控制面板WebView2.cpp:1978;控制面板WebView2.cpp:2057;控制面板WebView2.cpp:2069;控制面板WebView2.cpp:2112;控制面板WebView2.cpp:2127;控制面板WebView2.cpp:2130;控制面板WebView2.cpp:2133;控制面板WebView2.cpp:2160
yes	IsWindow	IsWindow	控制面板WebView2.cpp:1934	12	按函数名执行对应处理。	constructor_like	控制面板WebView2.cpp:1883;控制面板WebView2.cpp:1895;控制面板WebView2.cpp:1921;控制面板WebView2.cpp:1934;控制面板WebView2.cpp:1978;控制面板WebView2.cpp:2057;控制面板WebView2.cpp:2069;控制面板WebView2.cpp:2112;控制面板WebView2.cpp:2127;控制面板WebView2.cpp:2130;控制面板WebView2.cpp:2133;控制面板WebView2.cpp:2160
yes	IsWindow	IsWindow	控制面板WebView2.cpp:1978	12	按函数名执行对应处理。	constructor_like	控制面板WebView2.cpp:1883;控制面板WebView2.cpp:1895;控制面板WebView2.cpp:1921;控制面板WebView2.cpp:1934;控制面板WebView2.cpp:1978;控制面板WebView2.cpp:2057;控制面板WebView2.cpp:2069;控制面板WebView2.cpp:2112;控制面板WebView2.cpp:2127;控制面板WebView2.cpp:2130;控制面板WebView2.cpp:2133;控制面板WebView2.cpp:2160
yes	IsWindow	IsWindow	控制面板WebView2.cpp:2057	12	按函数名执行对应处理。	constructor_like	控制面板WebView2.cpp:1883;控制面板WebView2.cpp:1895;控制面板WebView2.cpp:1921;控制面板WebView2.cpp:1934;控制面板WebView2.cpp:1978;控制面板WebView2.cpp:2057;控制面板WebView2.cpp:2069;控制面板WebView2.cpp:2112;控制面板WebView2.cpp:2127;控制面板WebView2.cpp:2130;控制面板WebView2.cpp:2133;控制面板WebView2.cpp:2160
yes	IsWindow	IsWindow	控制面板WebView2.cpp:2069	12	按函数名执行对应处理。	constructor_like	控制面板WebView2.cpp:1883;控制面板WebView2.cpp:1895;控制面板WebView2.cpp:1921;控制面板WebView2.cpp:1934;控制面板WebView2.cpp:1978;控制面板WebView2.cpp:2057;控制面板WebView2.cpp:2069;控制面板WebView2.cpp:2112;控制面板WebView2.cpp:2127;控制面板WebView2.cpp:2130;控制面板WebView2.cpp:2133;控制面板WebView2.cpp:2160
yes	IsWindow	IsWindow	控制面板WebView2.cpp:2112	12	按函数名执行对应处理。	constructor_like	控制面板WebView2.cpp:1883;控制面板WebView2.cpp:1895;控制面板WebView2.cpp:1921;控制面板WebView2.cpp:1934;控制面板WebView2.cpp:1978;控制面板WebView2.cpp:2057;控制面板WebView2.cpp:2069;控制面板WebView2.cpp:2112;控制面板WebView2.cpp:2127;控制面板WebView2.cpp:2130;控制面板WebView2.cpp:2133;控制面板WebView2.cpp:2160
yes	私有_方法状态特征类型_执行桥_最小_v0	私有_方法状态特征类型_执行桥_最小_v0	任务模块.执行.ixx:241	13	执行任务、方法或动作的主体逻辑。		任务模块.执行.ixx:241;任务模块.执行.ixx:504;任务模块.执行.ixx:566;任务模块.执行.ixx:574;任务模块.执行.ixx:743;任务模块.执行.ixx:787;任务模块.执行.ixx:794;任务模块.筹办.ixx:1596;任务模块.筹办.ixx:2565;任务模块.筹办.ixx:5275;任务模块.筹办.ixx:5326;任务模块.管理工作线程.ixx:1303
yes	特征_选中自我能力值	特征_选中自我能力值	任务模块.筹办.ixx:3130	13	按函数名执行对应处理。		任务模块.筹办.ixx:3130;任务模块.筹办.ixx:3916;任务模块.筹办.ixx:4603;任务模块.筹办.ixx:4607;任务模块.筹办.ixx:4613;自我动作实现.外设模块.ixx:1903;自我动作实现模块.ixx:1427;自我动作实现模块.ixx:7313;自我动作实现模块.ixx:7316;自我动作实现模块.ixx:7322;自我动作实现模块.ixx:9498;自我动作实现模块.ixx:10909
yes	私有_读取状态I64值_工作线程	私有_读取状态I64值_工作线程	任务模块.管理工作线程.ixx:1476	13	从指定来源读取数据或状态。		任务模块.管理工作线程.ixx:1476;任务模块.管理工作线程.ixx:1506;任务模块.管理工作线程.ixx:1507;任务模块.管理工作线程.ixx:1721;任务模块.管理工作线程.ixx:1722;任务模块.管理工作线程.ixx:1861;任务模块.管理工作线程.ixx:1862;任务模块.管理工作线程.ixx:1911;任务模块.管理工作线程.ixx:1912;任务模块.管理工作线程.ixx:1913;任务模块.管理工作线程.ixx:2251;任务模块.管理工作线程.ixx:2252
yes	私有_需求主键	私有_需求主键	任务模块.管理工作线程.ixx:178	13	服务所在模块的内部辅助流程。		任务模块.管理工作线程.ixx:178;任务模块.管理工作线程.ixx:684;任务模块.管理工作线程.ixx:1464;任务模块.管理工作线程.ixx:1513;任务模块.管理工作线程.ixx:2024;任务模块.管理工作线程.ixx:2045;任务模块.管理工作线程.ixx:2078;任务模块.管理工作线程.ixx:2103;任务模块.管理工作线程.ixx:2130;任务模块.管理工作线程.ixx:2304;任务模块.管理工作线程.ixx:3123;任务模块.管理工作线程.ixx:3163
yes	任务类::读取任务执行方法	读取任务执行方法	任务类.cpp:2042	13	从指定来源读取数据或状态。		任务模块.执行.ixx:222;任务模块.执行.ixx:1431;任务模块.筹办.ixx:3025;任务模块.筹办.ixx:5029;任务模块.管理工作线程.ixx:1970;任务模块.管理工作线程.ixx:2431;任务模块.管理工作线程.ixx:2866;任务模块.管理工作线程.ixx:2925;任务模块.管理界面线程.impl.cpp:1090;任务模块.管理界面线程.impl.cpp:5938;任务类.cpp:2042;任务类.cpp:2056
yes	任务类::读取任务执行方法	读取任务执行方法	任务类.cpp:2056	13	从指定来源读取数据或状态。		任务模块.执行.ixx:222;任务模块.执行.ixx:1431;任务模块.筹办.ixx:3025;任务模块.筹办.ixx:5029;任务模块.管理工作线程.ixx:1970;任务模块.管理工作线程.ixx:2431;任务模块.管理工作线程.ixx:2866;任务模块.管理工作线程.ixx:2925;任务模块.管理界面线程.impl.cpp:1090;任务模块.管理界面线程.impl.cpp:5938;任务类.cpp:2042;任务类.cpp:2056
yes	模板族	模板族	度量模板注册表类.ixx:195	13	按函数名执行对应处理。		度量模板注册表类.ixx:73;度量模板注册表类.ixx:107;度量模板注册表类.ixx:195;度量模板注册表类.ixx:217;度量模板注册表类.ixx:239;度量模板注册表类.ixx:251;度量模板注册表类.ixx:263;度量模板注册表类.ixx:285;度量模板注册表类.ixx:297;度量模板注册表类.ixx:319;度量模板注册表类.ixx:355;度量模板注册表类.ixx:381
yes	匹配链键	匹配链键	度量模板注册表类.ixx:201	13	按函数名执行对应处理。		度量模板注册表类.ixx:75;度量模板注册表类.ixx:144;度量模板注册表类.ixx:201;度量模板注册表类.ixx:223;度量模板注册表类.ixx:245;度量模板注册表类.ixx:257;度量模板注册表类.ixx:269;度量模板注册表类.ixx:291;度量模板注册表类.ixx:303;度量模板注册表类.ixx:336;度量模板注册表类.ixx:372;度量模板注册表类.ixx:398
yes	模板族	模板族	度量模板注册表类.ixx:217	13	按函数名执行对应处理。		度量模板注册表类.ixx:73;度量模板注册表类.ixx:107;度量模板注册表类.ixx:195;度量模板注册表类.ixx:217;度量模板注册表类.ixx:239;度量模板注册表类.ixx:251;度量模板注册表类.ixx:263;度量模板注册表类.ixx:285;度量模板注册表类.ixx:297;度量模板注册表类.ixx:319;度量模板注册表类.ixx:355;度量模板注册表类.ixx:381
yes	匹配链键	匹配链键	度量模板注册表类.ixx:223	13	按函数名执行对应处理。		度量模板注册表类.ixx:75;度量模板注册表类.ixx:144;度量模板注册表类.ixx:201;度量模板注册表类.ixx:223;度量模板注册表类.ixx:245;度量模板注册表类.ixx:257;度量模板注册表类.ixx:269;度量模板注册表类.ixx:291;度量模板注册表类.ixx:303;度量模板注册表类.ixx:336;度量模板注册表类.ixx:372;度量模板注册表类.ixx:398
yes	模板族	模板族	度量模板注册表类.ixx:239	13	按函数名执行对应处理。		度量模板注册表类.ixx:73;度量模板注册表类.ixx:107;度量模板注册表类.ixx:195;度量模板注册表类.ixx:217;度量模板注册表类.ixx:239;度量模板注册表类.ixx:251;度量模板注册表类.ixx:263;度量模板注册表类.ixx:285;度量模板注册表类.ixx:297;度量模板注册表类.ixx:319;度量模板注册表类.ixx:355;度量模板注册表类.ixx:381
yes	匹配链键	匹配链键	度量模板注册表类.ixx:245	13	按函数名执行对应处理。		度量模板注册表类.ixx:75;度量模板注册表类.ixx:144;度量模板注册表类.ixx:201;度量模板注册表类.ixx:223;度量模板注册表类.ixx:245;度量模板注册表类.ixx:257;度量模板注册表类.ixx:269;度量模板注册表类.ixx:291;度量模板注册表类.ixx:303;度量模板注册表类.ixx:336;度量模板注册表类.ixx:372;度量模板注册表类.ixx:398
yes	模板族	模板族	度量模板注册表类.ixx:251	13	按函数名执行对应处理。		度量模板注册表类.ixx:73;度量模板注册表类.ixx:107;度量模板注册表类.ixx:195;度量模板注册表类.ixx:217;度量模板注册表类.ixx:239;度量模板注册表类.ixx:251;度量模板注册表类.ixx:263;度量模板注册表类.ixx:285;度量模板注册表类.ixx:297;度量模板注册表类.ixx:319;度量模板注册表类.ixx:355;度量模板注册表类.ixx:381
yes	匹配链键	匹配链键	度量模板注册表类.ixx:257	13	按函数名执行对应处理。		度量模板注册表类.ixx:75;度量模板注册表类.ixx:144;度量模板注册表类.ixx:201;度量模板注册表类.ixx:223;度量模板注册表类.ixx:245;度量模板注册表类.ixx:257;度量模板注册表类.ixx:269;度量模板注册表类.ixx:291;度量模板注册表类.ixx:303;度量模板注册表类.ixx:336;度量模板注册表类.ixx:372;度量模板注册表类.ixx:398
yes	模板族	模板族	度量模板注册表类.ixx:263	13	按函数名执行对应处理。		度量模板注册表类.ixx:73;度量模板注册表类.ixx:107;度量模板注册表类.ixx:195;度量模板注册表类.ixx:217;度量模板注册表类.ixx:239;度量模板注册表类.ixx:251;度量模板注册表类.ixx:263;度量模板注册表类.ixx:285;度量模板注册表类.ixx:297;度量模板注册表类.ixx:319;度量模板注册表类.ixx:355;度量模板注册表类.ixx:381
yes	匹配链键	匹配链键	度量模板注册表类.ixx:269	13	按函数名执行对应处理。		度量模板注册表类.ixx:75;度量模板注册表类.ixx:144;度量模板注册表类.ixx:201;度量模板注册表类.ixx:223;度量模板注册表类.ixx:245;度量模板注册表类.ixx:257;度量模板注册表类.ixx:269;度量模板注册表类.ixx:291;度量模板注册表类.ixx:303;度量模板注册表类.ixx:336;度量模板注册表类.ixx:372;度量模板注册表类.ixx:398
yes	模板族	模板族	度量模板注册表类.ixx:285	13	按函数名执行对应处理。		度量模板注册表类.ixx:73;度量模板注册表类.ixx:107;度量模板注册表类.ixx:195;度量模板注册表类.ixx:217;度量模板注册表类.ixx:239;度量模板注册表类.ixx:251;度量模板注册表类.ixx:263;度量模板注册表类.ixx:285;度量模板注册表类.ixx:297;度量模板注册表类.ixx:319;度量模板注册表类.ixx:355;度量模板注册表类.ixx:381
yes	匹配链键	匹配链键	度量模板注册表类.ixx:291	13	按函数名执行对应处理。		度量模板注册表类.ixx:75;度量模板注册表类.ixx:144;度量模板注册表类.ixx:201;度量模板注册表类.ixx:223;度量模板注册表类.ixx:245;度量模板注册表类.ixx:257;度量模板注册表类.ixx:269;度量模板注册表类.ixx:291;度量模板注册表类.ixx:303;度量模板注册表类.ixx:336;度量模板注册表类.ixx:372;度量模板注册表类.ixx:398
yes	模板族	模板族	度量模板注册表类.ixx:297	13	按函数名执行对应处理。		度量模板注册表类.ixx:73;度量模板注册表类.ixx:107;度量模板注册表类.ixx:195;度量模板注册表类.ixx:217;度量模板注册表类.ixx:239;度量模板注册表类.ixx:251;度量模板注册表类.ixx:263;度量模板注册表类.ixx:285;度量模板注册表类.ixx:297;度量模板注册表类.ixx:319;度量模板注册表类.ixx:355;度量模板注册表类.ixx:381
yes	匹配链键	匹配链键	度量模板注册表类.ixx:303	13	按函数名执行对应处理。		度量模板注册表类.ixx:75;度量模板注册表类.ixx:144;度量模板注册表类.ixx:201;度量模板注册表类.ixx:223;度量模板注册表类.ixx:245;度量模板注册表类.ixx:257;度量模板注册表类.ixx:269;度量模板注册表类.ixx:291;度量模板注册表类.ixx:303;度量模板注册表类.ixx:336;度量模板注册表类.ixx:372;度量模板注册表类.ixx:398
yes	模板族	模板族	度量模板注册表类.ixx:319	13	按函数名执行对应处理。		度量模板注册表类.ixx:73;度量模板注册表类.ixx:107;度量模板注册表类.ixx:195;度量模板注册表类.ixx:217;度量模板注册表类.ixx:239;度量模板注册表类.ixx:251;度量模板注册表类.ixx:263;度量模板注册表类.ixx:285;度量模板注册表类.ixx:297;度量模板注册表类.ixx:319;度量模板注册表类.ixx:355;度量模板注册表类.ixx:381
yes	匹配链键	匹配链键	度量模板注册表类.ixx:336	13	按函数名执行对应处理。		度量模板注册表类.ixx:75;度量模板注册表类.ixx:144;度量模板注册表类.ixx:201;度量模板注册表类.ixx:223;度量模板注册表类.ixx:245;度量模板注册表类.ixx:257;度量模板注册表类.ixx:269;度量模板注册表类.ixx:291;度量模板注册表类.ixx:303;度量模板注册表类.ixx:336;度量模板注册表类.ixx:372;度量模板注册表类.ixx:398
yes	模板族	模板族	度量模板注册表类.ixx:355	13	按函数名执行对应处理。		度量模板注册表类.ixx:73;度量模板注册表类.ixx:107;度量模板注册表类.ixx:195;度量模板注册表类.ixx:217;度量模板注册表类.ixx:239;度量模板注册表类.ixx:251;度量模板注册表类.ixx:263;度量模板注册表类.ixx:285;度量模板注册表类.ixx:297;度量模板注册表类.ixx:319;度量模板注册表类.ixx:355;度量模板注册表类.ixx:381
yes	匹配链键	匹配链键	度量模板注册表类.ixx:372	13	按函数名执行对应处理。		度量模板注册表类.ixx:75;度量模板注册表类.ixx:144;度量模板注册表类.ixx:201;度量模板注册表类.ixx:223;度量模板注册表类.ixx:245;度量模板注册表类.ixx:257;度量模板注册表类.ixx:269;度量模板注册表类.ixx:291;度量模板注册表类.ixx:303;度量模板注册表类.ixx:336;度量模板注册表类.ixx:372;度量模板注册表类.ixx:398
yes	模板族	模板族	度量模板注册表类.ixx:381	13	按函数名执行对应处理。		度量模板注册表类.ixx:73;度量模板注册表类.ixx:107;度量模板注册表类.ixx:195;度量模板注册表类.ixx:217;度量模板注册表类.ixx:239;度量模板注册表类.ixx:251;度量模板注册表类.ixx:263;度量模板注册表类.ixx:285;度量模板注册表类.ixx:297;度量模板注册表类.ixx:319;度量模板注册表类.ixx:355;度量模板注册表类.ixx:381
